koi_period,koi_duration,koi_depth,koi_prad,koi_snr,koi_disposition
3.17463577,10.988,405.9,9.32,83.1,FALSE POSITIVE
0.902222843,2.0516,29.7,48.23,5.1,FALSE POSITIVE
22.4685309,3.034,242.3,20.05,21.3,FALSE POSITIVE
10.16104834,3.0448,908.9,2.72,36.8,FALSE POSITIVE
1.332561398,4.103,150.6,2.16,77.1,FALSE POSITIVE
12.89623554,2.625,426.6,2.55,32.9,CANDIDATE
5.73865933,4.051,688.6,1.84,40.1,FALSE POSITIVE
2.52443998,2.369,45.8,1.53,10.6,CANDIDATE
4.49686066,1.7306,1932.5,1.93,37.0,CONFIRMED
0.5374094,1.2039,94.2,0.96,21.9,CANDIDATE
24.7543849,3.39,593.3,2.1,18.0,CONFIRMED
0.475068516,0.8552,110.1,1.03,21.4,FALSE POSITIVE
1.79683793,7.911,223.3,3.37,27.9,FALSE POSITIVE
17.7838298,3.997,247.1,1.6,18.7,CONFIRMED
1.204529346,1.62,86.9,1.4,11.1,FALSE POSITIVE
2.15839583,8.09,352.2,14.28,38.9,FALSE POSITIVE
1.570592397,0.623,214.4,1.37,29.7,CANDIDATE
2.61841046,3.304,180.2,1.12,24.8,FALSE POSITIVE
4.593594819,2.6391,1455.2,8.85,83.5,FALSE POSITIVE
125.0426,8.99,104.3,1.2,6.4,FALSE POSITIVE
6.17039154,2.116,502.9,2.17,19.0,FALSE POSITIVE
0.364860478,1.4736,112.6,0.68,23.5,FALSE POSITIVE
6.422943288,1.0815,261.4,1.66,30.6,CANDIDATE
6.90522317,3.533,420.3,4.54,34.4,FALSE POSITIVE
1.5259105,3.114,83.9,2.63,14.3,FALSE POSITIVE
4.27121961,2.9283,966.7,2.17,38.0,FALSE POSITIVE
1.306984786,1.194,302.1,18.33,38.4,CANDIDATE
0.769358923,1.5364,44.8,1.93,19.8,FALSE POSITIVE
0.755109106,2.967,106.0,0.85,34.0,FALSE POSITIVE
4.61225043,2.695,29.1,0.51,13.7,CONFIRMED
7.99022379,3.273,165.9,1.97,17.6,CONFIRMED
4.1749166,4.828,40.7,0.61,11.8,FALSE POSITIVE
0.56678694,1.959,61.2,0.63,8.3,FALSE POSITIVE
0.73094701,4.223,227.7,15.83,31.2,FALSE POSITIVE
0.686994057,3.5252,2797.1,35.3,136.6,FALSE POSITIVE
1.324247867,1.4759,83.3,1.3,26.5,FALSE POSITIVE
0.730947169,4.396,248.0,14.43,49.1,FALSE POSITIVE
41.16676097,2.2133,5386.3,17.82,185.2,FALSE POSITIVE
0.64234875,1.3699,103.7,2.78,61.3,FALSE POSITIVE
1.877350712,1.7478,185.6,1.46,23.1,FALSE POSITIVE
2.11552348,6.712,359.2,21.43,28.9,FALSE POSITIVE
2.84573962,7.28,211.7,3.63,83.9,FALSE POSITIVE
7.01476115,3.945,122.1,1.02,27.5,FALSE POSITIVE
0.941603153,1.1886,462.1,2.29,46.2,FALSE POSITIVE
1.13357304,2.849,33.1,0.59,12.0,FALSE POSITIVE
0.643468999,1.1108,108.0,0.88,19.6,FALSE POSITIVE
112.645961,7.037,1957.9,35.36,23.3,FALSE POSITIVE
0.526887517,0.8971,119.9,0.58,20.6,FALSE POSITIVE
4.14244748,2.203,69.9,1.82,12.3,FALSE POSITIVE
0.777663575,1.1741,134.3,0.95,28.1,FALSE POSITIVE
0.552834211,1.2887,145.7,18.09,30.0,FALSE POSITIVE
76.5369531,5.574,652.2,3.73,17.7,CONFIRMED
3.43525124,4.509,152.2,25.43,6.3,FALSE POSITIVE
0.962828092,4.411,63.0,40.82,22.7,FALSE POSITIVE
3.11141514,3.074,28.4,0.7,8.3,CANDIDATE
1.878156188,2.058,787.5,2.51,38.4,FALSE POSITIVE
7.81153999,5.984,912.8,23.56,41.3,FALSE POSITIVE
2.115498574,6.738,444.2,25.84,45.4,FALSE POSITIVE
3.40076682,4.7,21.1,0.69,7.4,FALSE POSITIVE
6.49676881,2.527,135.0,3.74,10.6,FALSE POSITIVE
2.057499811,2.569,325.6,1.27,23.6,FALSE POSITIVE
10.5856758,4.911,178.7,1.49,8.1,FALSE POSITIVE
2.69633621,5.238,238.6,15.78,26.5,FALSE POSITIVE
0.566795586,4.124,39.4,0.66,19.6,FALSE POSITIVE
1.099291188,1.765,282.6,1.37,19.8,FALSE POSITIVE
0.47462889,1.0194,331.3,1.43,31.2,FALSE POSITIVE
103.4269873,5.03,950.1,3.16,17.8,CONFIRMED
0.352515897,1.0525,168.2,1.0,38.0,CANDIDATE
0.299697755,0.8473,346.9,2.03,53.6,FALSE POSITIVE
0.339069751,1.1516,53.2,2.09,38.2,CANDIDATE
0.56681727,1.779,35.9,0.42,9.1,FALSE POSITIVE
1.081935491,5.136,202.9,0.99,33.9,FALSE POSITIVE
0.524175803,0.7648,236.8,1.27,22.4,CONFIRMED
1.89129881,5.294,82.0,0.86,29.8,FALSE POSITIVE
4.94330596,2.9334,126.2,1.41,27.7,CONFIRMED
0.619023176,1.496,77.9,0.79,8.9,CANDIDATE
1.540395781,1.6305,173.4,0.94,46.6,FALSE POSITIVE
32.9045733,4.402,662.3,28.34,19.7,FALSE POSITIVE
2.46353343,2.954,830.0,21.49,6.8,FALSE POSITIVE
22.91339043,3.94,5407.0,24.11,86.9,FALSE POSITIVE
1.541350116,3.29,378.0,1.5,51.7,FALSE POSITIVE
1.205412526,1.537,109.2,12.6,17.2,FALSE POSITIVE
1.710316235,3.614,409.4,23.38,31.2,FALSE POSITIVE
23.9210408,5.174,158.3,3.01,21.9,CONFIRMED
9.03326435,2.857,610.7,1.96,18.3,CONFIRMED
3.490785878,1.4513,336.8,1.32,32.7,CONFIRMED
1.093665854,1.4399,218.4,1.29,33.5,CONFIRMED
3.6092231,2.8,52.4,0.68,4.4,CANDIDATE
12.4247333,16.828,40.5,1.47,19.3,FALSE POSITIVE
11.4927112,7.764,291.5,25.01,18.7,CANDIDATE
70.7511986,6.198,858.1,27.74,24.1,FALSE POSITIVE
116.583183,5.8,819.0,2.91,8.7,CONFIRMED
4.442520831,2.4779,531.5,3.98,100.3,FALSE POSITIVE
1.339670241,1.895,28.6,1.27,21.7,FALSE POSITIVE
1.99042642,3.083,133.8,1.17,25.3,FALSE POSITIVE
0.805259637,0.9779,341.8,1.93,50.2,FALSE POSITIVE
75.3787816,5.268,387.7,1.6,30.1,FALSE POSITIVE
2.464160779,2.427,116.7,36.93,27.3,FALSE POSITIVE
0.566781152,3.995,133.4,0.54,24.9,FALSE POSITIVE
13.0267964,0.785,356.6,2.08,11.4,CONFIRMED
4.93129874,1.8626,676.1,21.42,31.7,FALSE POSITIVE
1.88665445,1.343,2098.0,43.81,15.8,FALSE POSITIVE
1.72853003,3.819,99.1,2.43,24.0,FALSE POSITIVE
2.19068738,4.41,66.3,1.68,44.1,FALSE POSITIVE
0.947730124,1.1171,152.5,2.82,18.0,FALSE POSITIVE
6.14631207,3.803,891.1,4.79,20.3,FALSE POSITIVE
27.36432337,3.545,2282.5,39.49,42.3,FALSE POSITIVE
10.26231992,3.568,813.9,1.98,17.3,FALSE POSITIVE
0.56676437,2.326,76.5,0.92,11.7,FALSE POSITIVE
2.35197616,5.304,268.0,21.19,31.7,FALSE POSITIVE
0.861643331,2.4318,232.5,1.88,41.7,FALSE POSITIVE
12.1097626,10.174,113.9,1.09,28.2,FALSE POSITIVE
63.909601,11.85,143.0,0.76,6.1,FALSE POSITIVE
19.7352868,5.097,319.4,49.24,17.1,FALSE POSITIVE
0.566799125,3.072,30.7,0.56,22.5,FALSE POSITIVE
20.1890396,6.251,112.1,1.39,15.0,CANDIDATE
1.061935973,3.3177,337.9,24.17,101.2,FALSE POSITIVE
1.485898163,2.446,224.6,14.96,32.8,FALSE POSITIVE
7.3812344,2.802,104.5,1.0,8.6,CANDIDATE
133.303247,7.342,1017.5,2.67,20.6,CONFIRMED
125.4132302,2.3241,1345.0,3.14,22.6,CONFIRMED
0.868723418,1.4617,197.1,1.87,23.8,FALSE POSITIVE
25.30893566,5.7704,153.7,1.77,54.2,CONFIRMED
1.412526202,5.49,150.3,36.77,70.6,FALSE POSITIVE
2.759573341,6.999,382.0,6.42,64.4,FALSE POSITIVE
3.79188234,2.15,417.0,1.95,6.6,FALSE POSITIVE
14.38724729,1.9078,1914.1,29.24,43.5,FALSE POSITIVE
58.4302648,7.18,1849.5,3.45,34.1,FALSE POSITIVE
0.566717263,2.6079,18.5,0.43,11.1,FALSE POSITIVE
13.37935853,8.809,353.5,6.65,36.2,FALSE POSITIVE
13.26255423,4.65,916.4,3.55,31.4,FALSE POSITIVE
20.5696575,4.263,401.5,28.96,22.2,FALSE POSITIVE
4.52342256,2.531,219.0,1.7,15.9,FALSE POSITIVE
22.32423657,3.669,1299.3,4.56,29.9,FALSE POSITIVE
0.723947772,2.125,242.7,52.16,17.7,FALSE POSITIVE
0.905679492,2.1164,2299.0,35.74,59.3,FALSE POSITIVE
0.648774274,2.643,231.0,1.08,26.1,FALSE POSITIVE
5.24372504,17.136,234.4,20.41,51.6,FALSE POSITIVE
42.2625935,4.465,692.2,12.62,40.7,FALSE POSITIVE
29.92208104,2.7716,345.3,3.09,37.6,CONFIRMED
0.566812588,3.596,17.1,0.71,17.5,FALSE POSITIVE
9.94221873,2.453,486.5,19.64,12.6,FALSE POSITIVE
9.06557317,1.6208,243.4,1.46,24.9,FALSE POSITIVE
7.35390869,2.061,92.9,2.29,11.1,FALSE POSITIVE
15.7455586,13.877,161.1,1.41,37.6,FALSE POSITIVE
0.566796615,1.999,47.8,0.59,8.5,FALSE POSITIVE
8.48651582,5.267,110.8,1.34,21.1,CONFIRMED
2.189092892,5.1128,1871.5,33.45,150.7,FALSE POSITIVE
2.40435335,4.07,70.6,3.05,27.1,FALSE POSITIVE
3.1877519,14.836,452.3,19.66,83.2,FALSE POSITIVE
3.76565247,1.557,92.4,0.87,9.1,CANDIDATE
10.5994606,9.484,128.8,1.28,11.2,CANDIDATE
63.934965,12.71,1119.5,44.59,45.6,FALSE POSITIVE
38.4769457,5.825,259.4,4.79,18.4,FALSE POSITIVE
37.3228722,7.2146,307.5,35.34,42.6,CONFIRMED
1.664980224,1.7455,230.8,3.68,47.6,FALSE POSITIVE
16.6094904,3.189,272.9,1.82,12.7,FALSE POSITIVE
0.566789505,5.835,54.6,3.37,12.6,FALSE POSITIVE
2.62982665,6.213,126.4,17.88,24.6,FALSE POSITIVE
2.69787749,1.915,116.8,1.5,8.3,FALSE POSITIVE
5.23340265,3.242,242.1,1.15,12.7,FALSE POSITIVE
3.51289168,3.313,131.0,1.12,27.3,FALSE POSITIVE
14.092583189,4.1536,530.4,1.82,17.8,CONFIRMED
9.087508013,2.7597,140.6,1.37,2.5,FALSE POSITIVE
0.65244373,1.471,610.7,2.17,41.8,FALSE POSITIVE
1.332564704,5.9775,1049.5,30.04,124.0,FALSE POSITIVE
2.636899795,0.9105,426.2,49.84,27.6,FALSE POSITIVE
0.660629055,5.894,231.6,17.38,103.3,FALSE POSITIVE
0.885123683,3.3865,113.3,1.14,42.0,FALSE POSITIVE
1.221204888,1.8511,111.6,1.1,27.3,FALSE POSITIVE
0.959853772,1.9163,55.8,1.3,27.1,FALSE POSITIVE
46.882525,1.93,343.5,1.91,4.9,FALSE POSITIVE
20.7191626,3.912,184.4,1.85,8.9,FALSE POSITIVE
16.60973843,4.515,667.8,6.64,29.7,FALSE POSITIVE
80.2321467,4.656,888.7,3.24,24.9,CONFIRMED
41.88970036,1.35,1304.4,32.16,20.9,CANDIDATE
1.791406261,2.8159,345.5,4.51,60.7,FALSE POSITIVE
1.25483232,2.67,117.6,2.89,11.4,FALSE POSITIVE
5.71483873,2.748,286.2,1.26,18.0,FALSE POSITIVE
17.5859472,3.815,509.5,2.24,8.4,FALSE POSITIVE
1.332567005,6.3373,401.3,27.36,110.6,FALSE POSITIVE
10.32736351,1.889,126.9,1.25,9.7,CONFIRMED
2.54557259,5.636,529.0,1.97,36.0,FALSE POSITIVE
0.704541784,1.0726,275.2,1.72,38.4,FALSE POSITIVE
110.9215892,5.282,498.0,3.71,48.2,FALSE POSITIVE
11.76921923,3.219,519.3,3.12,27.4,FALSE POSITIVE
1.236866732,1.242,187.2,1.75,14.2,CANDIDATE
1.926888595,1.235,130.0,1.31,11.7,FALSE POSITIVE
34.1420506,2.945,788.0,1.06,13.3,CONFIRMED
0.241842544,0.7257,203.3,1.16,29.3,FALSE POSITIVE
0.865759153,0.8408,191.6,1.53,18.7,FALSE POSITIVE
1.332035996,1.391,136.8,0.85,12.6,CANDIDATE
8.68910764,1.1627,1679.0,0.49,9.6,CONFIRMED
8.71980135,3.7454,160.4,1.53,22.7,CONFIRMED
7.00821787,3.812,116.4,1.29,19.2,CONFIRMED
0.903583394,1.5942,1027.1,33.18,151.7,FALSE POSITIVE
0.99014722,0.9394,321.1,1.34,23.0,FALSE POSITIVE
0.77359329,1.7603,80.6,0.82,21.7,FALSE POSITIVE
0.306937807,0.5925,119.2,0.82,29.3,FALSE POSITIVE
0.716531851,0.655,78.9,1.11,17.9,CANDIDATE
0.637487312,1.9626,211.3,1.75,25.0,FALSE POSITIVE
5.71489488,2.0705,292.5,1.41,21.2,FALSE POSITIVE
76.642481,5.476,64.5,1.36,7.6,FALSE POSITIVE
5.47715718,1.3849,568.4,2.17,16.7,CANDIDATE
5.9703813,0.669,210.3,1.69,5.5,FALSE POSITIVE
7.57299816,2.645,30.2,0.53,10.9,CANDIDATE
32.376183,4.4639,745.4,2.26,34.2,CONFIRMED
4.30908594,1.52,160.8,1.62,17.0,FALSE POSITIVE
57.104588,11.5,144.3,0.98,9.3,FALSE POSITIVE
0.945825494,1.8496,104.7,1.14,22.1,FALSE POSITIVE
0.676715927,0.63,264.5,1.29,14.5,FALSE POSITIVE
4.64490141,2.456,106.4,0.76,11.7,CANDIDATE
0.576441813,2.027,60.8,0.82,21.2,FALSE POSITIVE
0.423854275,1.0198,235.3,0.58,33.3,FALSE POSITIVE
0.692693892,1.2804,1433.7,32.44,146.7,FALSE POSITIVE
0.768934934,1.216,846.8,4.09,58.9,FALSE POSITIVE
0.998212785,2.489,118.8,1.1,18.8,FALSE POSITIVE
0.764863517,1.16,150.2,1.04,13.6,CONFIRMED
0.710894157,1.0183,122.6,1.16,18.9,FALSE POSITIVE
0.537839241,2.169,23.5,1.49,12.4,FALSE POSITIVE
0.373684977,0.9621,456.8,2.25,53.8,FALSE POSITIVE
0.544962596,1.085,247.9,1.03,18.3,FALSE POSITIVE
0.769127296,0.998,114.6,0.9,17.0,FALSE POSITIVE
4.09578199,1.704,405.5,1.64,11.9,CONFIRMED
91.9401253,9.195,482.9,2.62,34.4,CONFIRMED
4.5770016,0.949,710.0,1.33,18.0,CONFIRMED
14.4540329,7.183,79.7,0.72,17.2,CONFIRMED
0.812587678,1.1144,62.9,1.54,21.7,FALSE POSITIVE
9.3210841,1.81,294.2,0.61,6.1,CANDIDATE
19.3073774,3.437,31.7,1.21,6.6,FALSE POSITIVE
13.6164547,5.175,376.1,22.29,22.6,CONFIRMED
1.766789509,1.3345,1009.8,1.4,26.7,CONFIRMED
7.55842923,2.91,361.1,1.46,10.3,CANDIDATE
35.8656484,8.035,250.9,2.44,26.2,CONFIRMED
0.638162933,1.2313,109.7,0.91,17.6,CONFIRMED
1.72929014,3.609,84.5,0.86,9.6,FALSE POSITIVE
40.301684,1.398,374.8,2.38,6.6,FALSE POSITIVE
43.681309,12.37,258.0,1.33,9.8,CANDIDATE
26.524553,2.359,174.5,2.19,10.2,FALSE POSITIVE
26.1537851,1.802,228.6,1.47,6.2,FALSE POSITIVE
0.944598153,4.018,200.9,37.61,35.3,FALSE POSITIVE
5.2433865,12.472,65.4,0.75,19.2,FALSE POSITIVE
5.2435703,15.864,228.5,12.68,25.1,FALSE POSITIVE
55.7583803,2.497,132.7,1.59,9.0,CANDIDATE
3.781123,8.15,90.4,1.16,9.0,CANDIDATE
103.722152,6.061,296.9,1.95,9.4,CANDIDATE
29.9756697,2.987,258.0,1.84,12.0,FALSE POSITIVE
31.5073649,7.362,330.5,0.74,15.4,FALSE POSITIVE
18.1118457,6.309,328.7,31.25,10.8,FALSE POSITIVE
32.5474295,6.945,157.1,1.42,11.3,CANDIDATE
33.4969115,4.833,163.5,2.97,13.2,CONFIRMED
1.389947459,1.193,1213.8,3.39,136.4,FALSE POSITIVE
127.671711,2.637,450.1,5.52,8.0,CANDIDATE
0.782068488,1.239,115.7,21.02,4.1,FALSE POSITIVE
59.742966,6.78,284.9,16.91,8.6,FALSE POSITIVE
18.7821603,5.573,77.2,0.83,9.8,CANDIDATE
3.98916186,1.913,318.0,28.1,16.3,CANDIDATE
42.8774169,1.991,1068.8,2.67,14.8,CONFIRMED
0.534109403,0.9513,78.3,2.28,37.0,FALSE POSITIVE
29.6094263,2.71,224.9,2.87,10.8,CANDIDATE
22.9138322,4.855,340.3,30.24,8.0,FALSE POSITIVE
65.5327181,2.256,373.4,1.79,5.9,FALSE POSITIVE
0.502807253,1.01493,4658.7,26.81,240.0,FALSE POSITIVE
21.3684341,1.18,492.8,1.72,9.7,CANDIDATE
29.5632952,1.562,532.8,1.9,10.4,CANDIDATE
95.688682,6.465,453.8,28.41,9.8,CANDIDATE
38.168652,5.086,90.6,1.4,8.3,CANDIDATE
3.0031801,2.814,374.7,4.7,13.9,FALSE POSITIVE
69.089357,6.207,475.1,1.47,8.6,CANDIDATE
40.9882124,3.599,145.8,1.44,11.3,CANDIDATE
138.333748,2.391,603.6,6.28,8.4,CANDIDATE
11.2582311,16.89,300.4,1.24,22.2,FALSE POSITIVE
14.3641542,2.629,89.2,0.98,6.5,FALSE POSITIVE
12.427076,17.447,47.5,0.82,25.3,FALSE POSITIVE
22.4932751,3.172,152.0,6.04,11.2,CANDIDATE
4.13960513,3.31,106.7,1.24,11.6,CONFIRMED
8.0906952,2.648,82.4,0.8,8.1,CANDIDATE
42.02646,2.553,190.0,1.5,6.0,FALSE POSITIVE
27.8923345,2.204,139.6,2.1,9.0,FALSE POSITIVE
0.7906069,3.3996,689.2,17.97,133.3,FALSE POSITIVE
1.049468616,4.848,22.0,0.84,22.8,FALSE POSITIVE
136.830243,2.956,464.3,17.22,8.4,FALSE POSITIVE
103.284757,1.674,78.4,1.96,5.5,FALSE POSITIVE
36.1904638,1.919,263.3,1.69,6.8,FALSE POSITIVE
2.19509634,1.796,227.7,1.32,14.3,FALSE POSITIVE
22.2903562,1.623,130.4,1.13,8.1,CANDIDATE
73.9239955,1.699,634.0,1.64,6.1,FALSE POSITIVE
55.180772,9.791,474.6,2.37,11.5,CANDIDATE
84.6405853,2.657,784.0,1.72,8.2,CANDIDATE
6.0353643,9.211,47.2,1.88,23.4,FALSE POSITIVE
1.52327807,3.813,924.2,22.88,78.5,FALSE POSITIVE
110.089267,1.575,1018.0,2.4,5.6,CANDIDATE
80.292171,1.936,158.6,1.33,6.0,FALSE POSITIVE
1.049406508,3.0072,447.5,27.45,61.3,FALSE POSITIVE
3.58957045,3.418,1221.2,2.49,53.6,FALSE POSITIVE
2.40435325,6.825,349.6,24.16,23.3,FALSE POSITIVE
37.078668,4.403,147.4,0.8,6.9,FALSE POSITIVE
50.55398,6.159,199.7,0.94,7.9,CANDIDATE
40.8801539,5.472,395.8,0.92,10.0,FALSE POSITIVE
31.5034587,3.315,210.6,1.17,8.6,CANDIDATE
22.2381062,2.68,104.2,1.09,7.1,CANDIDATE
20.5477769,4.634,253.8,1.67,12.1,CANDIDATE
25.166806,2.111,1350.0,2.72,7.2,FALSE POSITIVE
45.5827119,3.193,76.5,2.42,9.6,FALSE POSITIVE
1.89140138,9.52,557.6,25.67,12.4,FALSE POSITIVE
6.2095391,2.752,47.9,30.47,8.3,FALSE POSITIVE
1.89124738,4.697,410.0,1.2,17.4,FALSE POSITIVE
1.89125883,4.656,274.5,23.6,15.3,FALSE POSITIVE
4.750256809,1.9278,395.1,12.35,42.7,FALSE POSITIVE
32.245486,13.86,93.6,1.18,10.0,FALSE POSITIVE
1.10656965,1.669,86.4,1.09,8.4,FALSE POSITIVE
13.4256161,11.781,142.3,1.66,12.5,FALSE POSITIVE
56.001782,1.706,125.2,1.54,7.2,CANDIDATE
101.928291,2.171,243.5,1.7,6.3,FALSE POSITIVE
69.932459,2.03,264.4,8.25,8.4,CANDIDATE
4.20601251,6.82,106.7,0.82,10.7,FALSE POSITIVE
18.9828305,6.303,49.1,0.72,9.6,CANDIDATE
7.87173698,2.619,34.7,0.54,10.8,FALSE POSITIVE
30.928898,3.436,203.3,8.1,8.5,CANDIDATE
7.155547398,4.5711,2568.8,48.93,124.6,FALSE POSITIVE
63.024229,5.77,294.6,1.5,6.1,FALSE POSITIVE
5.43361347,1.0338,1421.0,2.09,17.9,CANDIDATE
57.1143966,2.182,268.8,1.82,5.9,FALSE POSITIVE
59.4037839,10.041,123.5,1.65,17.0,CANDIDATE
20.5311708,5.67,284.6,1.39,9.8,FALSE POSITIVE
2.31164074,2.317,488.7,39.73,24.6,FALSE POSITIVE
43.581043,6.883,348.7,1.94,8.7,CANDIDATE
49.1782244,5.8,449.0,1.79,9.4,CANDIDATE
3.5645249,2.062,53.9,0.6,8.0,CANDIDATE
48.2455501,1.375,60.5,0.64,5.0,CANDIDATE
122.713036,3.999,290.7,1.79,6.5,FALSE POSITIVE
15.18575582,0.633,256.7,2.26,11.8,CANDIDATE
2.945414866,2.702,968.7,38.32,47.5,FALSE POSITIVE
26.092284,6.623,122.4,1.35,12.2,CANDIDATE
0.523493764,0.9015,54.0,1.82,23.5,FALSE POSITIVE
47.0628978,1.545,1647.0,4.1,14.5,CANDIDATE
0.987069622,1.0092,384.8,2.43,2.5,FALSE POSITIVE
100.345648,7.939,372.3,1.57,15.2,CANDIDATE
111.187116,3.569,110.8,1.51,7.3,CANDIDATE
1.23708565,5.743,803.8,36.31,55.3,FALSE POSITIVE
1.573020098,15.574,292.2,31.6,195.5,FALSE POSITIVE
1.534679933,1.7237,456.6,18.39,64.6,FALSE POSITIVE
71.59889,10.53,654.0,4.49,5.7,FALSE POSITIVE
25.5338535,2.076,368.0,1.18,8.3,CANDIDATE
61.438007,3.861,253.0,14.79,9.0,FALSE POSITIVE
21.1579573,4.706,215.9,1.63,10.2,CANDIDATE
19.545185,1.597,40.2,0.76,5.4,FALSE POSITIVE
1.174683069,2.5167,356.4,3.06,87.5,FALSE POSITIVE
33.2948005,2.997,215.7,1.46,6.6,FALSE POSITIVE
78.876125,4.912,472.3,2.03,8.1,CANDIDATE
106.779168,1.905,163.0,1.94,6.3,FALSE POSITIVE
12.5748872,3.549,731.0,1.03,7.8,FALSE POSITIVE
105.5904748,2.188,292.4,8.16,9.5,CANDIDATE
3.017155419,13.3898,1381.8,38.71,223.5,FALSE POSITIVE
52.6727624,3.039,248.0,1.64,6.7,FALSE POSITIVE
34.4886903,1.22,59.9,0.71,6.3,FALSE POSITIVE
0.56493398,2.4385,2067.0,30.51,166.0,FALSE POSITIVE
12.5747207,2.896,323.3,1.45,10.5,CANDIDATE
33.3726538,3.663,618.4,1.95,10.1,CANDIDATE
49.312677,4.057,1713.0,2.84,6.6,FALSE POSITIVE
28.1117095,1.689,119.4,1.19,6.5,FALSE POSITIVE
7.20281185,2.8305,1832.6,3.06,49.4,CONFIRMED
36.4772788,2.092,463.0,1.65,5.8,FALSE POSITIVE
65.752109,6.854,382.5,2.0,9.9,CANDIDATE
59.9655175,1.89,310.1,1.92,5.5,CANDIDATE
112.951287,4.284,555.6,15.19,7.3,CANDIDATE
103.363691,6.012,359.1,2.0,9.4,CANDIDATE
0.915782856,2.24,301.0,32.86,7.7,FALSE POSITIVE
19.4534296,4.873,149.0,1.25,9.8,CANDIDATE
3.72273683,8.552,37.8,0.52,14.7,FALSE POSITIVE
3.7229369,10.57,65.2,0.46,18.6,FALSE POSITIVE
1.80455062,2.166,39.7,0.65,12.5,FALSE POSITIVE
10.1955065,2.447,221.4,1.02,7.0,FALSE POSITIVE
3.66115536,14.807,34.3,0.81,27.8,FALSE POSITIVE
16.9348104,3.408,346.3,1.31,11.5,CONFIRMED
57.3888262,3.543,344.4,1.88,11.9,CANDIDATE
14.5168151,5.796,86.0,1.82,11.7,CANDIDATE
1.540399732,1.63,57.6,0.58,14.8,FALSE POSITIVE
1.540389045,1.8325,485.7,32.54,48.6,FALSE POSITIVE
1.540393027,1.75,526.2,2.17,72.1,FALSE POSITIVE
0.888045184,2.1961,90.6,2.04,26.6,FALSE POSITIVE
116.170346,2.656,435.2,1.68,6.0,FALSE POSITIVE
39.5931053,2.306,156.6,1.22,5.7,FALSE POSITIVE
1.55935718,2.892,49.7,1.39,17.9,FALSE POSITIVE
100.629443,1.708,355.7,1.75,4.7,FALSE POSITIVE
14.5123622,4.163,355.8,2.08,11.8,CONFIRMED
1.434200327,5.968,3097.3,44.76,39.1,FALSE POSITIVE
0.575445783,0.8463,29.3,1.3,3.2,FALSE POSITIVE
23.0295222,7.96,548.2,20.81,27.7,FALSE POSITIVE
0.523632451,1.99,8.1,1.08,13.9,FALSE POSITIVE
25.95247,12.945,80.8,1.56,16.4,FALSE POSITIVE
4.34573349,2.246,73.5,0.86,9.7,FALSE POSITIVE
5.1779065,5.366,129.5,2.93,9.5,CANDIDATE
5.24331899,11.137,106.8,0.83,20.1,FALSE POSITIVE
47.0320478,5.892,367.8,1.98,13.7,CONFIRMED
10.31453308,3.6641,2004.1,29.6,71.6,FALSE POSITIVE
15.52861675,2.131,500.0,1.96,17.3,FALSE POSITIVE
1.60375114,1.498,51.0,0.82,9.4,FALSE POSITIVE
15.7397651,3.297,287.7,1.18,11.2,FALSE POSITIVE
62.312419,5.561,123.0,6.15,9.1,CANDIDATE
25.9493253,12.17,354.5,1.04,13.1,FALSE POSITIVE
117.844963,1.951,1043.0,2.52,6.6,FALSE POSITIVE
83.499618,16.03,501.0,1.72,16.1,CANDIDATE
91.507044,5.019,539.0,1.43,12.4,CANDIDATE
75.636309,2.588,174.6,1.32,6.0,CANDIDATE
24.614775,2.395,229.4,1.28,10.5,FALSE POSITIVE
112.48226,1.923,195.7,1.37,5.2,FALSE POSITIVE
2.41172358,2.6311,3364.7,50.53,108.6,FALSE POSITIVE
5.71966537,3.938,19.1,0.82,11.3,CANDIDATE
24.6777128,5.088,131.3,6.04,9.0,CANDIDATE
136.355967,3.17,165.1,1.42,6.3,FALSE POSITIVE
54.6957124,6.89,1096.0,3.28,12.4,CANDIDATE
40.1043796,3.471,187.3,1.5,9.2,FALSE POSITIVE
69.775633,9.205,140.9,1.19,9.7,CANDIDATE
58.5029431,1.633,117.0,1.54,7.0,CANDIDATE
24.1527864,4.451,78.1,0.97,9.3,CANDIDATE
11.1734401,4.545,61.3,1.4,9.0,CANDIDATE
1.507099289,4.8361,1282.0,26.56,142.7,FALSE POSITIVE
1.061934307,3.211,264.8,18.7,70.9,FALSE POSITIVE
9.5497037,1.881,706.7,1.45,12.4,FALSE POSITIVE
77.138911,7.229,603.3,3.39,19.0,FALSE POSITIVE
100.494129,2.679,57.6,1.33,6.9,CANDIDATE
0.536551592,4.89,153.2,12.88,26.2,FALSE POSITIVE
130.110715,2.227,251.9,1.32,6.4,FALSE POSITIVE
30.9771151,3.188,125.0,4.3,6.8,CANDIDATE
30.2111162,4.202,92.6,4.44,6.5,FALSE POSITIVE
14.2673439,3.171,217.5,1.21,9.0,CANDIDATE
22.52907,1.373,327.1,1.39,4.8,FALSE POSITIVE
66.247851,4.04,666.0,16.67,8.3,FALSE POSITIVE
60.0546149,3.435,326.1,5.24,11.8,FALSE POSITIVE
20.5142642,3.524,153.2,1.14,9.0,CANDIDATE
11.006795,5.112,146.4,1.34,10.9,CANDIDATE
124.887214,8.599,176.5,1.78,13.3,CANDIDATE
99.97889,8.76,117.9,1.84,5.7,FALSE POSITIVE
